ID,Author,Year,Title,Type,Task,Variable,"Inclusion (1: Yes, 2: No)",Sample,"Total N 
(Mean Age)",MeanAge,Intervention,Results,nT,nC,Num_Session,Treat_Duration_Hour,Home_Duration_Hour,Mean_Post_T,SD_Post_T,Mean_Post_C,SD_Post_C,Task_Value,nC2,Mean_Post_C,SD_Post_C,C2_Summary
50,MacCoon,2014,No Sustained Attention Differences in a Longitudinal Randomized Trial Comparing Mindfulness Based Stress Reduction versus Active Control,AT-sustained,Continuous Performacne Test,accuracy-discrimination between long vs. short line,1,"Volunteers from a larger study who were offered monetary compensation and free ""8 week program""; Non-clinical ",54 (46),46,"MBSR: first and last meeting were 3 hrs, otherwise meet once a week for 2.5 hrs for 8 weeks and all day (7 hrs) after week 6, with 45 minutes of practice at home 6 days a week. Meditation was focused attention based, focusing on the present purposefully Control: Health Enhancement Program (HEP) Forms of therapeutic elements that did not include mindfulness and more health/physical based",ns,29,25,8,28,42,101.07,,99.61,,1,,,,
50,MacCoon,2014,No Sustained Attention Differences in a Longitudinal Randomized Trial Comparing Mindfulness Based Stress Reduction versus Active Control,AT-sustained,Continuous Performacne Test,accuracy-vigilance over time,1,"Volunteers from a larger study who were offered monetary compensation and free ""8 week program""; Non-Clinical ",54 (46),46,"MBSR: first and last meeting were 3 hrs, otherwise meet once a week for 2.5 hrs for 8 weeks and all day (7 hrs) after week 6, with 45 minutes of practice at home 6 days a week. Meditation was focused attention based, focusing on the present purposefully Control: Health Enhancement Program (HEP) Forms of therapeutic elements that did not include mindfulness and more health/physical based",ns,29,25,8,28,42,-0.014,,-0.024,,1,,,,
51,MacLean,2010,Intensive meditation training improves perceptual discrimination and sustained attention,AT-sustained,Continuous Performacne Test,accuracy-a prime,1,Volunteers ,86 (47.5),47.5,"Retreat Conditions: 3 month retreat with meditation practices based on compassion and kindness towards others. Each day they had 2 meditation sessions with the group, by themselves and meetings with their instructors",retreat > control,59,27,90,450,,0.89,,0.9,,1,,,,waiting list controls who were trained the second half
51,MacLean,2010,Intensive meditation training improves perceptual discrimination and sustained attention,AT-sustained,Continuous Performacne Test,accuracy-discrimination between long vs. short line,1,Volunteers ,86 (47.5),47.5,"Retreat Conditions: 3 month retreat with meditation practices based on compassion and kindness towards others. Each day they had 2 meditation sessions with the group, by themselves and meetings with their instructors",ns,59,27,90,450,,,,,,1,,,,waiting list controls who were trained the second half
52,Malinowski,2017,Mindful Aging: The Effects of Regular Brief Mindfulness Practice on Electrophysiological Markers of Cognitive and Affective Processing in Older Adults,EF - inhibitory control,Emotional-Counting Stroop Task,,,Older Adults ,56 (64.5),64.5,"MTG: focused attention, focusing on mainly breathing; 8 weeks long, minimum of 10 minutes per day for at least 5 days a week, attented 4 90-minute group sessions Control: Brain Training group(BTG)",ns,,,,,,,,,,,,,,
53,Mallya,2016,Effects of mindfulness training on cognition and well-being in healthy older adults,LM,California Verbal Learning Test-Long Delay Free Recall,accuracy- total correct recalls,1,Healthy older adults over the age of 60 and living independently ,80 (69.26),69.26,"MSBR: 8 weekly sessions, 2.5 hrs each, as created by Kabat-Zinn with some changes for the older adult population Control: Reading component and Relaxation component ",interaction between group and time amongst people who completed the intervention were marginally significant (p=0.08),52,28,8,0.3,,11.06,3.27,10.74,3.83,1,,,,
54,May,2011,"Short-term training in loving-kindness meditation produces a state, but not a trait, alteration of attention",AT-miscellaneous-temporal,attentional blink task ,"accuracy - difference in detection accuracy of T2, given correct detection of T1 ",,College Students,27 (22.65),22.65,Experiment 1: Loving-kindness meditation (LKM): 15 minute guided meditation focused on breathing and thinking about loved ones and themselves  focusing on intention; 4 times a week for 8 weeks Control: no meditation Experiment 2: control group from experiment 1 came in; the meditation group did LKM for 10 minutes and control group had no meditation ,ns,13,14,,32,8,,,,,1,,,,
54,May,2011,"Short-term training in loving-kindness meditation produces a state, but not a trait, alteration of attention",AT-miscellaneous-temporal,attentional blink task ,"accuracy - difference in detection accuracy of T2, given correct detection of T1 ",,College Students,14 (23.21),23.21,Experiment 1: Loving-kindness meditation (LKM): 15 minute guided meditation focused on breathing and thinking about loved ones and themselves  focusing on intention; 4 times a week for 8 weeks Control: no meditation Experiment 2: control group from experiment 1 came in; the meditation group did LKM for 10 minutes and control group had no meditation ,LKM<control,13,14,,0.17,1,,,,,1,,,,
55,McHugh1,2010,Mindfulness as a potential intervention for stimulus over-selectivity in older adults,LM,Overslectivity task: delayed recall,accuracy,1,Older Adults over 70,24 (78.58),78.58,Mindfulness group: focused attention task for 10 minutes where they pay attention to the sensation of breathing only Control: unfocused attention group; just let their thoughts wander,ns,12,12,1,0.16,0,112.42,18.47,112.83,12.93,1,,,,
55,McHugh1,2010,Mindfulness as a potential intervention for stimulus over-selectivity in older adults,AT - selective,Trail Making Task A,reaction time,1,Older Adults over 70,24 (78.58),78.58,Mindfulness group: focused attention task for 10 minutes where they pay attention to the sensation of breathing only Control: unfocused attention group; just let their thoughts wander,ns,12,12,1,0.16,0,154.61,43.77,194.11,84.03,-1,,,,
55,McHugh1,2010,Mindfulness as a potential intervention for stimulus over-selectivity in older adults,EF - cognitive flexibility,Trail Making Task B,reaction time,1,Older Adults over 70,24 (78.58),78.58,Mindfulness group: focused attention task for 10 minutes where they pay attention to the sensation of breathing only Control: unfocused attention group; just let their thoughts wander,ns,12,12,1,0.16,0,154.61,43.77,194.11,84.03,-1,,,,
56,McHugh2,2013,Stimulus over-selectivity in temporal brain injury: Mindfulness as a potential intervention,AT - selective,Trail Making Task A,reaction time,1,Patients with Traumatic Brain Injury (TBI),24 (29.475),29.475,Mindfulness group:listened to audio recording with focused attention task for 10 minutes where they pay attention to the sensation of breathing only Control: no audio ,ns,12,12,1,0.16,0,48,8.74,49,9.81,-1,,,,
56,McHugh2,2013,Stimulus over-selectivity in temporal brain injury: Mindfulness as a potential intervention,AT - selective,Trail Making Task A,reaction time,1,Patients with Traumatic Brain Injury (TBI),24 (29.475),29.475,Mindfulness group:listened to audio recording with focused attention task for 10 minutes where they pay attention to the sensation of breathing only Control: no audio,ns,12,12,1,0.16,0,65.7,9.85,66.42,11.22,-1,,,,
56,McHugh2,2013,Stimulus over-selectivity in temporal brain injury: Mindfulness as a potential intervention,WM,Overslectivity task: immediate recall,accuracy,1,Older Adults over 70,24 (78.58),78.58,Mindfulness group:listened to audio recording with focused attention task for 10 minutes where they pay attention to the sensation of breathing only Control: no audio ,ns,12,12,1,0.16,0,103.75,14.73,103.83,11.72,1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,AT - miscellaneous - non-distractability,Attentional Capture Test - cued,accuracy,2,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",ns,25,15,,3.67,,2.07,1.26,2.37,0.86,1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,AT - miscellaneous - non-distractability,Attentional Capture Test - shortest distance,accuracy,1,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",MT > control,25,15,,3.67,,1.4,0.97,1.21,0.73,1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,AT - miscellaneous - non-distractability,Attentional Capture Test - mid distance,accuracy,1,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",MT > control,25,15,,3.67,,1.44,0.98,1.45,0.87,1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,AT - miscellaneous - non-distractability,Attentional Capture Test - farthest distance,accuracy,1,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",ns,25,15,,3.67,,1.59,1.02,1.41,0.74,1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,AT - miscellaneous - non-distractability,Attentional Capture Test - no distractor,accuracy,2,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",ns,25,15,,3.67,,1.64,1.08,1.71,0.98,1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,EF - inhibotory control,Sustained Attention to Response Test,error - commission,1,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",ns,25,15,,3.67,,18.38,5.75,17,3.23,-1,,,,
57,Meland,2015,Impact of mindfulness training on physiological measures of stress and objective measures of attention control in a military helicopter unit,AT - sustained,Sustained Attention to Response Test,reaction time,1,Military Helicopter Unit,40 (37.5),37.5,"MT: followed guidelines for Mindfulness Stress Reduction Program; 10 hr comprehensive introductory course, weekly 3 hr sessions, twice-weekly 20 minute audio-guided personal MT sessions Control: Wait-list control group",MT > control,25,15,,3.67,,322,54,303,38,-1,,,,
58,Menezes1,2015,"Effects of a brief meditation training on negative affect, trait anxiety and concentrated attention",AT-miscellaneous,Concentrated Attention ,accuracy,1,nonclinical sample,33 (24.4),24.4,"Meditation: focused meditation that took place for 5 consecutive days, each session being 90 minutes Control: No activity",Meditation > control,14,19,,5,7.5,120.1,21,116.5,23.3,1,,,,
58,Menezes1,2015,"Effects of a brief meditation training on negative affect, trait anxiety and concentrated attention",AT-miscellaneous,Concentrated Attention,error-omission,1,nonclinical sample,33 (24.4),24.4,"Meditation: focused meditation that took place for 5 consecutive days, each session being 90 minutes Control: No activity",ns,14,19,,5,7.5,7,7.7,9.26,7.6,-1,,,,
58,Menezes1,2015,"Effects of a brief meditation training on negative affect, trait anxiety and concentrated attention",AT-miscellaneous,Concentrated Attention ,Errors,1,nonclinical sample,33 (24.4),24.4,"Meditation: focused meditation that took place for 5 consecutive days, each session being 90 minutes Control: No activity",ns,14,19,,5,7.5,0.29,0.61,0.21,0.53,-1,,,,
59,Menezes2,2013,The Improvement of Emotion and Attention Regulation after a 6-Week Training of Focused Meditation: A Randomized Controlled Trial,AT-selective,Discrimination Task,Accuracy,2,college Students,63 (25) ,25,Meditation: six week focused meditation on emotion and attention regulation Control: wait-list group,ns,35,28,37,6,9,118.5,19.4,117.7,17.7,1,,,,
59,Menezes2,2013,The Improvement of Emotion and Attention Regulation after a 6-Week Training of Focused Meditation: A Randomized Controlled Trial,AT-selective,Discrimination Task,Accuracy-total score,1,college Students,63 (25),25,Meditation: six week focused meditation on emotion and attention regulation Control: wait-list group,ns,35,28,37,6,9,111,20.3,107.2,20.5,1,,,,
59,Menezes2,2013,The Improvement of Emotion and Attention Regulation after a 6-Week Training of Focused Meditation: A Randomized Controlled Trial,AT-selective,Discrimination Task,error-omission,2,college Students,63 (25),25,Meditation: six week focused meditation on emotion and attention regulation Control: wait-list group,Meditation > control,35,28,37,6,9,7.1,5.2,12.2,5.6,-1,,,,
59,Menezes2,2013,The Improvement of Emotion and Attention Regulation after a 6-Week Training of Focused Meditation: A Randomized Controlled Trial,AT-selective,Discrimination Task,errors,2,college Students,63 (25),25,Meditation: six week focused meditation on emotion and attention regulation Control: wait-list group,ns,35,28,37,6,9,1.19,4.6,0.41,0.73,-1,,,,
60,Mohan,2011,Stimulus over-selectivity in temporal brain injury: Mindfulness as a potential intervention,LM,Weschler Memory Scale,,2,Healthy male students ,32 (27.3),27.3,Meditation: 20 minutes of guided meditation by concentrating on breathing then themselves Control: wait quietly for 20 minutes ,ns,16,16,1,0.33,0,,,,,-1,,,,
61,Morrison,2014,Taming a wandering attention: Short-form mindfulness training in student cohorts,AT - sustained,Sustained Attention to Response (SART),accuracy,1,college students,58 (18.2),18.2,"MBSR: The 7 weeks
training program included two components: instructor-led mind-
fulness based sessions and supervised practice sessions. Each
week, participants attended a 20 min instructor-led session that
was appended to an introductory seminar offered to psychology
majors in their first semester.",MBSR > control,30,18,7,7,,95.59,4,90.61,9.1,1,,,,
61,Morrison,2014,Taming a wandering attention: Short-form mindfulness training in student cohorts,WM,Delayed Recognition ,accuracy,1,college students,58 (18.2),18.2,"MBSR: The 7 weeks
training program included two components: instructor-led mind-
fulness based sessions and supervised practice sessions. Each
week, participants attended a 20 min instructor-led session that
was appended to an introductory seminar offered to psychology
majors in their first semester.",MBSR > control,30,18,7,7,,89.83,5.49,86.64,9.26,1,,,,
61,Morrison,2014,Taming a wandering attention: Short-form mindfulness training in student cohorts,WM,Operation Span,accuracy-partial credit,1,college students,58 (18.2),18.2,"MBSR: The 7 weeks
training program included two components: instructor-led mind-
fulness based sessions and supervised practice sessions. Each
week, participants attended a 20 min instructor-led session that
was appended to an introductory seminar offered to psychology
majors in their first semester.",MBSR > control,30,18,7,7,,53.68,13.52,46.72,19.92,1,,,,
61,Morrison,2014,Taming a wandering attention: Short-form mindfulness training in student cohorts,AT - sustained,Sustained Attention to Response (SART),Intra-individual variability of reaction time,1,college students,58 (18.2),18.2,"MBSR: The 7 weeks
training program included two components: instructor-led mind-
fulness based sessions and supervised practice sessions. Each
week, participants attended a 20 min instructor-led session that
was appended to an introductory seminar offered to psychology
majors in their first semester.",MBSR > control,30,18,7,7,,0.32,0.14,0.38,0.15,-1,,,,
61,Morrison,2014,Taming a wandering attention: Short-form mindfulness training in student cohorts,AT - sustained,Sustained Attention to Response (SART),reaction time,1,college students,58 (18.2),18.2,"MBSR: The 7 weeks
training program included two components: instructor-led mind-
fulness based sessions and supervised practice sessions. Each
week, participants attended a 20 min instructor-led session that
was appended to an introductory seminar offered to psychology
majors in their first semester.",MBSR > control,30,18,7,7,,347.46,52.63,367.99,42.62,-1,,,,
61,Morrison,2014,Taming a wandering attention: Short-form mindfulness training in student cohorts,WM,Delayed Recognition ,reaction time ,1,college students,58 (18.2),18.2,"MBSR: The 7 weeks
training program included two components: instructor-led mind-
fulness based sessions and supervised practice sessions. Each
week, participants attended a 20 min instructor-led session that
was appended to an introductory seminar offered to psychology
majors in their first semester.",MBSR > control,30,18,7,7,,853.27,142.39,939.3,193.4,-1,,,,
62,Moynihan,2013,"Mindfulness-based stress reduction for older adults: Effects on executive function, frontal alpha asymmetry and immune function",EF - cognitive flexibility,Trail Making Test B/A,Ratio,2,older adults ,201 (73.3),73.3,MBSR,MBSR > control,,,,,,,,,,-1,,,,
63,Mrazek,2013,Effect of Meditation on Stress-Induced Changes in Cognitive Functions,WM,OSPAN Task,accuracy,1,college students,48 (20.8),20.8,MSSR that emphasized focused attention meditation,MBSR > control,26,22,8,2.66,2.33,,,,,1,,,,
64,Newberg,2010,Meditation effects on cognitive function and cerebral blood flow in subjects with memory loss: a preliminary study,EF - selective,WAIS Symbol Substitution Test,accuracy -  correct responses,2,neurology patients,15 (64),64,Guided meditation  during 8 week meditation course,MBSR > control,,,,,,67.6,21.7,67.3,13.4,1,,,,
64,Newberg,2010,Meditation effects on cognitive function and cerebral blood flow in subjects with memory loss: a preliminary study,LM,Logical Memory Delayed Test,accuracy - amount of correct details,2,neurology patients,15 (64),64,Guided meditation  during 8 week meditation course,MBSR > control,,,,,,12.4,6.5,16.5,3.7,1,,,,
64,Newberg,2010,Meditation effects on cognitive function and cerebral blood flow in subjects with memory loss: a preliminary study,AT - selective,Trails Making Test A,reaction time,2,neurology patients,15 (64),64,Guided meditation  during 8 week meditation course,MBSR > control,,,,,,33.6,20.5,35,17.5,-1,,,,
64,Newberg,2010,Meditation effects on cognitive function and cerebral blood flow in subjects with memory loss: a preliminary study,EF - cognitive flexibility,Trails Making Test B,reaction time,2,neurology patients,15 (64),64,Guided meditation  during 8 week meditation course,MBSR > control,,,,,,84.6,50.6,100.3,58.6,-1,,,,
65,O'Connor,2014,Mindfulness training improves working memory capacity and GRE performance while reducing mind wandering,WM,Letter Number Sequencing,accuracy,1,elderly depressed individuals,48 (77),77,MBCT,MBSR > control,12,18,8,16,2240,9.4,3.6,7.4,3.2,1,,,,
66,Pagano,1977,The effect of transcendental meditation on right hemispheric functioning,WM,Experiment 1: tonal memory test ,accuracy-percent,1,Seattle populuation,17 (23),23,20 minute meditation ,MBSR > control,8,9,daily,0.67,,91.5,,69.1,,1,,,,non-meditators 
66,Pagano,1977,The effect of transcendental meditation on right hemispheric functioning,WM,Experiment 2: tonal memory test ,accuracy-percent,1,Seattle populuation,28 (23),23,20 minute meditation ,MBSR > control,10,9,daily,0.67,,89.5,,68.3,,1,,75.44,,treatment: experienced mediator; c1: inexperienced mediator; c2: nonmediator 
67,Prätzlich,2016,Impact of short-term meditation and expectation on executive brain functions,AT-sustained,selective sustained attention (d2 task),accuracy,1,random individuals,59 (28.6),28.6,"par-ticipants were told to focus their attention on breathing sensations,
while ignoring distractions (e.g., thoughts).",MBSR > control,,,,,,,,,,1,,,,
67,Prätzlich,2016,Impact of short-term meditation and expectation on executive brain functions,EF - inhibitory control,stroop task,interference score,1,random individuals,59 (28.6),28.6,"par-ticipants were told to focus their attention on breathing sensations,
while ignoring distractions (e.g., thoughts).",MBSR > control,,,,,,,,,,-1,,,,sham meditation
67,Prätzlich,2016,Impact of short-term meditation and expectation on executive brain functions,AT-sustained,selective sustained attention (d2 task),reaction time,1,random individuals,59 (28.6),28.6,"par-ticipants were told to focus their attention on breathing sensations,
while ignoring distractions (e.g., thoughts).",MBSR > control,,,,,,,,,,-1,,,,sham meditation
68,Reed,2016,The effects of mindfulness-based cognitive therapy on depressive symptoms in elderly bereaved people with loss-related distress: A controlled pilot study,EF-cognitive flexibility,Word Detection Task,accuracy,2,general population,130 (22.8),22.8,"Participants were informed that they were to complete two separate
10 min exercises — an unfocused attention induction and a focused at-
tention induction (mindfulness induction),",ns,70,70,1,0.33,0,,,,,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,DRM- hit rate-Exp1,Accuracy,1,college students,51 (25.7),25.7,"The mindfulness training consisted of five 30-minute weekly sessions, during which
mindfulness meditation exercises were introduced and practiced by an experienced mindful-ness practitioner",MBSR > control,29,22,5,2.5,0,0.727,0.028,0.652,0.024,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,experiment 1: critical lure rate,accuracy,2,college students,51 (25.7),25.7,"The mindfulness training consisted of five 30-minute weekly sessions, during which
mindfulness meditation exercises were introduced and practiced by an experienced mindful-ness practitioner",MBSR > control,29,22,5,2.5,0,0.703,0.03,0.605,0.038,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,experiment 1: sensitivity,accuracy,2,college students,51 (25.7),25.7,"The mindfulness training consisted of five 30-minute weekly sessions, during which
mindfulness meditation exercises were introduced and practiced by an experienced mindful-ness practitioner",MBSR > control,29,22,5,2.5,0,1.839,0.131,1.62,0.109,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,experiment 1: response-bias,accuracy,2,college students,51 (25.7),25.7,"The mindfulness training consisted of five 30-minute weekly sessions, during which
mindfulness meditation exercises were introduced and practiced by an experienced mindful-ness practitioner",MBSR > control,29,22,5,2.5,0,0.268,0.072,0.4,0.07,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,DRM- hit rate-Exp2,accuracy,1,college students,40 (25.7),25.7,Brief 30 minute mindfulness session,MBSR > control,21,19,5,2.5,0,0.693,0.016,0.607,0.035,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,DRM-false alarm - Exp2,Accuracy,1,college students,40 (25.7),25.7,Brief 30 minute mindfulness session,MBSR > control,21,19,5,2.5,0,0.221,0.031,0.194,0.034,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,experiment 2: critical-lure rate,Accuracy,2,college students,40 (25.7),25.7,Brief 30 minute mindfulness session,MBSR > control,21,19,5,2.5,0,0.619,0.039,0.5,0.046,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,experiment 2: sensitivity,Accuracy,2,college students,40 (25.7),25.7,Brief 30 minute mindfulness session,MBSR > control,21,19,5,2.5,0,1.419,0.125,1.421,0.19,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,experiment 2: response bias,Accuracy,2,college students,40 (25.7),25.7,Brief 30 minute mindfulness session,MBSR > control,21,19,5,2.5,0,0.194,0.08,0.427,0.123,1,,,,
69,Rosenstreich,2016,Mindfulness training and false perception in individuals with high unusual experiences,LM,DRM-false alarm - Exp1,Error,1,college students,51 (25.7),25.7,"The mindfulness training consisted of five 30-minute weekly sessions, during which
mindfulness meditation exercises were introduced and practiced by an experienced mindful-ness practitioner",MBSR > control,29,22,5,2.5,0,0.156,0.028,0.136,0.021,-1,,,,
70,Saunders,2016,Mindful awareness of feelings increases neural performance monitoring,EF - inhibotory control,Go-Nogo,Error Rates,1,college students,49 (18.9),18.9,participants completed brief auditory induction procedures lasting approximately 13 min.,MBSR > control,22,19,1,0.22,,44,16.3,36.3,15.8,-1,,,,Emotion-focused induction 
70,Saunders,2016,Mindful awareness of feelings increases neural performance monitoring,AT - sustained,Go-Nogo,reaction time ,1,college students,49 (18.9),18.9,participants completed brief auditory induction procedures lasting approximately 13 min.,MBSR > control,22,19,1,0.22,,276,28,289,34,-1,,,,Emotion-focused induction 
71,Schoenberg,2014,Effects of mindfulness-based cognitive therapy on neurophysiological correlates of performance monitoring in adult attention-deficit/hyperactivity disorder,AT - sustained,Go-Nogo task,accuracy - correct hits percent,1,depressed patients,51 (47.8),47.8,"MBCT: MBCT consisted of eight weekly sessions of 2.5 h, one full
silent training day, and daily homework lasting 0.75 h",MBSR > control,24,20,12,36,,96.6,54,98.1,27,1,,,,
71,Schoenberg,2014,Effects of mindfulness-based cognitive therapy on neurophysiological correlates of performance monitoring in adult attention-deficit/hyperactivity disorder,EF - inhibotory control,Go-Nogo task,error - false alarm percent,1,depressed patients,51 (47.8),47.8,"MBCT: MBCT consisted of eight weekly sessions of 2.5 h, one full
silent training day, and daily homework lasting 0.75 h",MBSR > control,24,20,12,36,,25.5,17,20,15,-1,,,,
71,Schoenberg,2014,Effects of mindfulness-based cognitive therapy on neurophysiological correlates of performance monitoring in adult attention-deficit/hyperactivity disorder,AT - sustained,Go-Nogo task,reaction time - correct hits,1,depressed patients,51 (47.8),47.8,"MBCT: MBCT consisted of eight weekly sessions of 2.5 h, one full
silent training day, and daily homework lasting 0.75 h",MBSR > control,24,20,12,36,,371.8,50,380.7,42,-1,,,,
71,Schoenberg,2014,Effects of mindfulness-based cognitive therapy on neurophysiological correlates of performance monitoring in adult attention-deficit/hyperactivity disorder,EF - inhibotory control,Go-Nogo task,reaction time - false alarm,1,depressed patients,51 (47.8),47.8,"MBCT: MBCT consisted of eight weekly sessions of 2.5 h, one full
silent training day, and daily homework lasting 0.75 h",MbSR > control,24,20,12,36,,287.6,63,314.8,41,-1,,,,
72,Schofield,2015,Brief mindfulness induction reduces inattentional blindness,AT-miscellaneous,inattentional blindness,accuracy,1,college students psychology,794 (19.64),19.64,"audio-guided mindfulness exercise using raisins or listened to an informative
factual description of raisins (control condition). This",Mindfulness > control,123,134,,1,0.12,,48.78,,57.46,1,,,,
73,Semple,2010,Does mindfulness meditation enhance attention? A randomized controlled trial,AT-sustained,continuous performance test,accuracy,1,adult volunteers,45 (40.2),40.2,Mindful Meditation: Benson technique,Mindfulness > control,15,16,14,1,1.5,90,,,,1,,,,
73,Semple,2010,Does mindfulness meditation enhance attention? A randomized controlled trial,AT-sustained,continuous performance test,correct rejections,2,adult volunteers,45 (40.2),40.2,Mindful Meditation: Benson technique,Mindfulness > control,15,16,14,1,1.5,90,,,,,,,,
73,Semple,2010,Does mindfulness meditation enhance attention? A randomized controlled trial,EF-inhibitory control,continuous performance test,error-comission,1,adult volunteers,45 (40.2),40.2,Mindful Meditation: Benson technique,Mindfulness > control,15,16,14,1,1.5,90,,,,-1,,,,
73,Semple,2010,Does mindfulness meditation enhance attention? A randomized controlled trial,AT-sustained,continuous performance test,error-omission,2,adult volunteers,45 (40.2),40.2,Mindful Meditation: Benson technique,Mindfulness > control,15,16,14,1,1.5,90,,,,-1,,,,
73,Semple,2010,Does mindfulness meditation enhance attention? A randomized controlled trial,AT-selective,digit symbol substitution,,,adult volunteers,45 (40.2),40.2,Mindful Meditation: Benson technique,Mindfulness > control,15,16,14,1,1.5,90,,,,,,,,
73,Semple,2010,Does mindfulness meditation enhance attention? A randomized controlled trial,EF - inhibitory control,stroop color word task ,,1,adult volunteers,45 (40.2),40.2,Mindful Meditation: Benson technique,Mindfulness > control,15,16,14,1,1.5,90,,,,,,,,
74,Singh,2012,"Immediate and Long-term Effects of Meditation on Acute Stress Reactivity, Cognitive Functions, and Intelligence",WM,Sternberg Memory Test,reaction time,1,male students ,34 (24.4),24.4,"instructed participants to meditate
daily for a period of 1 month (between phase 1 and phase 2
of the study) with the help of an audio tape and to complete
a daily diary, which the team collected every week to monitor
participants’ compliance.",Mindfulness > control,31,31,,0.25,0.25,887,179,754,157,-1,,,,
74,Singh,2012,"Immediate and Long-term Effects of Meditation on Acute Stress Reactivity, Cognitive Functions, and Intelligence",AT - sustained,Stroop Neutral Test,reaction time,1,male students ,34 (24.4),24.4,"instructed participants to meditate
daily for a period of 1 month (between phase 1 and phase 2
of the study) with the help of an audio tape and to complete
a daily diary, which the team collected every week to monitor
participants’ compliance.",Mindfulness > control,31,31,,0.25,0.25,782,111,729,86,-1,,,,
74,Singh,2012,"Immediate and Long-term Effects of Meditation on Acute Stress Reactivity, Cognitive Functions, and Intelligence",EF - inhibotory control,Stroop Interference Test,reaction time,1,male students ,34 (24.4),24.4,"instructed participants to meditate
daily for a period of 1 month (between phase 1 and phase 2
of the study) with the help of an audio tape and to complete
a daily diary, which the team collected every week to monitor
participants’ compliance.",Mindfulness > control,31,31,,0.25,0.25,904,138,784,107,-1,,,,
74,Singh,2012,"Immediate and Long-term Effects of Meditation on Acute Stress Reactivity, Cognitive Functions, and Intelligence",AT - sustained,Stroop Facilitation Test,reaction time,1,male university students,34 (24.4),24.4,"instructed participants to meditate
daily for a period of 1 month (between phase 1 and phase 2
of the study) with the help of an audio tape and to complete
a daily diary, which the team collected every week to monitor
participants’ compliance.",Mindfulness > control,31,31,,0.25,0.25,719,106,669,83,-1,,,,
75,Spadaro,2016,"Exploring The effects Of An online asynchronous mindfulness meditation intervention with nursing students On Stress, mood, And Cognition: A descriptive study",EF-conflict monitoring,Attention Network Test,,,nursing students,24,,"An 8 week online, asynchronous mindfulness intervention was provided through the learning manage-
ment system with a 16 week follow-up.",mindfulness > control,,,,,,,,,,,,,,
75,Spadaro,2016,"Exploring The effects Of An online asynchronous mindfulness meditation intervention with nursing students On Stress, mood, And Cognition: A descriptive study",AT-sustained,Attention Network Test,,,nursing students,24,,"An 8 week online, asynchronous mindfulness intervention was provided through the learning manage-
ment system with a 16 week follow-up.",mindfulness > control,,,,,,,,,,,,,,
